Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,WCA Round code,WCA Round,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","3","Albania","5019","Average persons per holding","27010","Hired permanent workers","2010","2010","persons","0.31","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","6203","Year","27000","Census Year","2000","2000","","2001.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","27002","Holdings","1970","1970","ha","5544145.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","5017","Average area","27002","Holdings","1970","1970","ha","6.16","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","27002","Holdings","1970","1970","No","899545.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","27002","Holdings","2000","2000","ha","8458680.00","","Official data","This includes 3 350 483 ha of fallow land, which was not explicitely covered in 1970 census."
"WCAD","Structural data from agricultural censuses","4","Algeria","5017","Average area","27002","Holdings","2000","2000","ha","8.26","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","27002","Holdings","2000","2000","No","1023799.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","270030","Holdings with land size 0-<1","2000","2000","ha","70516.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270030","Holdings with land size 0-<1","2000","2000","No","223115.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","270031","Holdings with land size 1-<2","2000","2000","ha","162315.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270031","Holdings with land size 1-<2","2000","2000","No","128864.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","270033","Holdings with land size 2-<5","2000","2000","ha","722275.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270033","Holdings with land size 2-<5","2000","2000","No","239844.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","270036","Holdings with land size 5-<10","2000","2000","ha","1200598.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270036","Holdings with land size 5-<10","2000","2000","No","181267.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","270037","Holdings with land size 10-<20","2000","2000","ha","1896466.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270037","Holdings with land size 10-<20","2000","2000","No","142980.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","270038","Holdings with land size 20-<50","2000","2000","ha","2484971.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270038","Holdings with land size 20-<50","2000","2000","No","88130.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","270039","Holdings with land size 50-<100","2000","2000","ha","930765.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270039","Holdings with land size 50-<100","2000","2000","No","14294.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","2700300","Holdings with land size 100-<200","2000","2000","ha","532146.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","2700300","Holdings with land size 100-<200","2000","2000","No","4063.00","","Official data","Agricultural area"
"WCAD","Structural data from agricultural censuses","4","Algeria","50260","Area","2700301","Holdings with land size 200-<500","2000","2000","ha","458628.00","","Official data","Agricultural area. >=200 ha"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","2700301","Holdings with land size 200-<500","2000","2000","No","1242.00","","Official data","Agricultural area. >=200 ha"
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270052","Holdings operated by civil persons, male","2000","2000","No","982006.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","95.92","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270051","Holdings operated by civil persons, female","2000","2000","No","41793.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","4.08","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60850","Number","270050","Holdings operated by civil persons, total","2000","2000","No","1023799.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60851","Number","270082","Household members, male","2000","2000","persons","5212216.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60851","Number","270081","Household members, female","2000","2000","persons","1695369.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60851","Number","270080","Household members, total","2000","2000","persons","6907585.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60851","Number","270092","Household members, engaged in agriculture, male","2000","2000","persons","2580463.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","6202","Percent of total persons","270092","Household members, engaged in agriculture, male","2000","2000","%","37.36","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60851","Number","270091","Household members, engaged in agriculture, female","2000","2000","persons","768984.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","6202","Percent of total persons","270091","Household members, engaged in agriculture, female","2000","2000","%","11.13","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60851","Number","270090","Household members, engaged in agriculture, total","2000","2000","persons","3349447.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","6202","Percent of total persons","270090","Household members, engaged in agriculture, total","2000","2000","%","48.50","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","60851","Number","27010","Hired permanent workers","2000","2000","persons","108566.00","","Official data",""
"WCAD","Structural data from agricultural censuses","4","Algeria","5019","Average persons per holding","27010","Hired permanent workers","2000","2000","persons","0.11","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6203","Year","27000","Census Year","1990","1990","","1990.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6203","Year","27000","Census Year","2000","2000","","2003.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6203","Year","27000","Census Year","2010","2010","","2008.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","27002","Holdings","1930","1930","No","1000.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","27002","Holdings","1950","1950","ha","6000.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","5017","Average area","27002","Holdings","1950","1950","ha","3.00","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","27002","Holdings","1950","1950","No","2000.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","27002","Holdings","1960","1960","ha","4662.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","5017","Average area","27002","Holdings","1960","1960","ha","2.33","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","27002","Holdings","1960","1960","No","2000.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","27002","Holdings","1970","1970","ha","4212.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","5017","Average area","27002","Holdings","1970","1970","ha","2.19","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","27002","Holdings","1970","1970","No","1923.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","27002","Holdings","1980","1980","ha","2428.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","5017","Average area","27002","Holdings","1980","1980","ha","1.82","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","27002","Holdings","1980","1980","No","1331.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","27002","Holdings","1990","1990","ha","2349.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","5017","Average area","27002","Holdings","1990","1990","ha","6.12","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","27002","Holdings","1990","1990","No","384.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","27002","Holdings","2000","2000","ha","7949.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","5017","Average area","27002","Holdings","2000","2000","ha","1.12","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","27002","Holdings","2000","2000","No","7094.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","27002","Holdings","2010","2010","ha","7690.24","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","5017","Average area","27002","Holdings","2010","2010","ha","1.32","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","27002","Holdings","2010","2010","No","5840.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270030","Holdings with land size 0-<1","1990","1990","ha","35.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270030","Holdings with land size 0-<1","1990","1990","No","77.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270030","Holdings with land size 0-<1","2000","2000","ha","1511.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270030","Holdings with land size 0-<1","2000","2000","No","4064.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270030","Holdings with land size 0-<1","2010","2010","ha","2120.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","4087.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270031","Holdings with land size 1-<2","1990","1990","ha","116.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270031","Holdings with land size 1-<2","1990","1990","No","87.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270031","Holdings with land size 1-<2","2000","2000","ha","2245.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270031","Holdings with land size 1-<2","2000","2000","No","1867.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270031","Holdings with land size 1-<2","2010","2010","ha","1405.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","877.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270032","Holdings with land size 2-<3","2010","2010","ha","1131.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","492.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270033","Holdings with land size 2-<5","1990","1990","ha","268.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270033","Holdings with land size 2-<5","1990","1990","No","98.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270033","Holdings with land size 2-<5","2000","2000","ha","2352.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270033","Holdings with land size 2-<5","2000","2000","No","926.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270034","Holdings with land size 3-<4","2010","2010","ha","358.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","101.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270035","Holdings with land size 4-<5","2010","2010","ha","267.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","59.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270036","Holdings with land size 5-<10","1990","1990","ha","454.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270036","Holdings with land size 5-<10","1990","1990","No","77.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270036","Holdings with land size 5-<10","2000","2000","ha","1097.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270036","Holdings with land size 5-<10","2000","2000","No","189.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270036","Holdings with land size 5-<10","2010","2010","ha","873.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","173.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270037","Holdings with land size 10-<20","1990","1990","ha","340.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270037","Holdings with land size 10-<20","1990","1990","No","27.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270037","Holdings with land size 10-<20","2000","2000","ha","483.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270037","Holdings with land size 10-<20","2000","2000","No","40.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270037","Holdings with land size 10-<20","2010","2010","ha","1536.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","52.00","","Official data","Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270038","Holdings with land size 20-<50","1990","1990","ha","1136.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270038","Holdings with land size 20-<50","1990","1990","No","18.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270038","Holdings with land size 20-<50","2000","2000","ha","261.00","","Official data",">=20 ha. Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270038","Holdings with land size 20-<50","2000","2000","No","8.00","","Official data",">=20 ha. Interpolated data"
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270052","Holdings operated by civil persons, male","2000","2000","No","5636.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","79.45","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270052","Holdings operated by civil persons, male","2010","2010","No","4707.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","80.60","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270051","Holdings operated by civil persons, female","2000","2000","No","1458.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","20.55","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270051","Holdings operated by civil persons, female","2010","2010","No","1133.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","19.40","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270050","Holdings operated by civil persons, total","2000","2000","No","7094.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270050","Holdings operated by civil persons, total","2010","2010","No","5840.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270060","Holdings owned by the holder or in owner-like possession","1990","1990","ha","2284.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","1990","1990","%","97.23","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270060","Holdings owned by the holder or in owner-like possession","1990","1990","No","358.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6201","Percent of total number","270060","Holdings owned by the holder or in owner-like possession","1990","1990","%","93.23","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2000","2000","ha","7850.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2000","2000","%","98.75","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2010","2010","ha","7580.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2010","2010","%","98.60","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270060","Holdings owned by the holder or in owner-like possession","2010","2010","No","5666.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6201","Percent of total number","270060","Holdings owned by the holder or in owner-like possession","2010","2010","%","97.00","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","50260","Area","270061","Holdings rented from others","1990","1990","ha","24.00","","Official data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","6200","Percentage of total area","270061","Holdings rented from others","1990","1990","%","1.02","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","5","American Samoa","60850","Number","270061","Holdings rented from others","1990","1990","No","10.00","","Official data",""
